Record ID,Record Status,Manufacturer,Manufacturer Part Number,Legacy AIPN,Legacy AIPN Old,Legacy Description,Legacy Family,Legacy Datasheet,Import Source,Source Sheet,Duplicate Source Rows,Identity Key,Source Rows,Source Data JSON
PMR-000011,Imported - Pending Verification,Wurth,885012006004,,CAP-0603-22p-10v-C0G/NP0-5%-00,CAP CER 22PF 10V C0G/NP0 0603,CAP,https://www.we-online.com/components/products/datasheet/885012006004.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 885012006004,12,"[{""source_row"":12,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""2.2000000000000002E-11"",""Case"":""0603"",""Image"":"""",""Description"":""CAP CER 22PF 10V C0G/NP0 0603"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""885012006004"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""24"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""22p"",""Param #2"":""10v"",""Param #3"":""C0G/NP0"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0603-22p-10v-C0G/NP0-5%-00"",""LEN"":""30"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012006004.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000012,Imported - Pending Verification,Würth Elektronik,885012007002,,CAP-0805-22p-10v-C0G/NP0-5%-00,CAP CER 22PF 10V C0G/NP0 0805,CAP,https://www.we-online.com/components/products/datasheet/885012007002.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurthelektronik | 885012007002,13,"[{""source_row"":13,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""2.2000000000000002E-11"",""Case"":""0805"",""Image"":"""",""Description"":""CAP CER 22PF 10V C0G/NP0 0805"",""Manufacturer Name"":""Würth Elektronik"",""Manufacturer Part Number"":""885012007002"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""28"",""Case2"":""805"",""Case3"":""SMD"",""Case Displayed as"":""0805"",""Param #1"":""22p"",""Param #2"":""10v"",""Param #3"":""C0G/NP0"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0805-22p-10v-C0G/NP0-5%-00"",""LEN"":""30"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012007002.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000013,Imported - Pending Verification,Samsung Electro-Mechanics,CL10C270JB8NNNC,,CAP-0603-27p-50v-C0G/NP0-5%-00,CAP CER 27PF 50V C0G/NP0 0603,CAP,https://www.samsungsem.com/resources/file/global/support/product_catalog/MLCC_2512.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,samsungelectromechanics | cl10c270jb8nnnc,14,"[{""source_row"":14,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""2.7E-11"",""Case"":""0603"",""Image"":"""",""Description"":""CAP CER 27PF 50V C0G/NP0 0603"",""Manufacturer Name"":""Samsung Electro-Mechanics"",""Manufacturer Part Number"":""CL10C270JB8NNNC"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""31"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""27p"",""Param #2"":""50v"",""Param #3"":""C0G/NP0"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0603-27p-50v-C0G/NP0-5%-00"",""LEN"":""30"",""Datasheet"":""https://www.samsungsem.com/resources/file/global/support/product_catalog/MLCC_2512.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Philippines""}}]"
PMR-000014,Imported - Pending Verification,Wurth,885012006054,,CAP-0603-33p-50v-C0G/NP0-5%-00,CAP CER 33PF 50V C0G/NP0 0603,CAP,https://www.we-online.com/components/products/datasheet/885012006054.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 885012006054,15,"[{""source_row"":15,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""3.3000000000000002E-11"",""Case"":""0603"",""Image"":"""",""Description"":""CAP CER 33PF 50V C0G/NP0 0603"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""885012006054"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""24"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""33p"",""Param #2"":""50v"",""Param #3"":""C0G/NP0"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0603-33p-50v-C0G/NP0-5%-00"",""LEN"":""30"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012006054.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000015,Imported - Pending Verification,Murata,GRM1555C1H470JA01D,,,CAP CER 47PF 50V C0G/NP0 0402,CAP,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8942/490_Chip_Multilayer_CAT2021_MLCC.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,murata | grm1555c1h470ja01d,16,"[{""source_row"":16,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""4.6999999999999999E-11"",""Case"":""0402"",""Image"":"""",""Description"":""CAP CER 47PF 50V C0G/NP0 0402"",""Manufacturer Name"":""Murata"",""Manufacturer Part Number"":""GRM1555C1H470JA01D"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""17"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8942/490_Chip_Multilayer_CAT2021_MLCC.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Japan""}}]"
PMR-000016,Imported - Pending Verification,Wurth,885012206077,,CAP-0603-100p-50v-X7R-10%-00,CAP CER 100PF 50V X7R 0603,CAP,https://www.we-online.com/components/products/datasheet/885012206077.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 885012206077,17,"[{""source_row"":17,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""1E-10"",""Case"":""0603"",""Image"":"""",""Description"":""CAP CER 100PF 50V X7R 0603"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""885012206077"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""24"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""100p"",""Param #2"":""50v"",""Param #3"":""X7R"",""Param #4"":""10%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0603-100p-50v-X7R-10%-00"",""LEN"":""28"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012206077.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000017,Imported - Pending Verification,Yageo,CC0805JRNPO9BN101,,CAP-0805-100p-50v-C0G/NP0-5%-00,CAP CER 100PF 50V C0G/NPO 0805,CAP,https://www.yageo.com/en/Chart/Download/pdf/CC0805JRNPO9BN101,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | cc0805jrnpo9bn101,18,"[{""source_row"":18,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""1E-10"",""Case"":""0805"",""Image"":"""",""Description"":""CAP CER 100PF 50V C0G/NPO 0805"",""Manufacturer Name"":""Yageo"",""Manufacturer Part Number"":""CC0805JRNPO9BN101"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""16"",""Case2"":""805"",""Case3"":""SMD"",""Case Displayed as"":""0805"",""Param #1"":""100p"",""Param #2"":""50v"",""Param #3"":""C0G/NP0"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0805-100p-50v-C0G/NP0-5%-00"",""LEN"":""31"",""Datasheet"":""https://www.yageo.com/en/Chart/Download/pdf/CC0805JRNPO9BN101"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000018,Imported - Pending Verification,Wurth,885012006010,,CAP-0603-220p-10v-C0G/NP0-5%-00,CAP CER 220PF 10V C0G/NP0 0603,CAP,https://www.we-online.com/components/products/datasheet/885012006010.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 885012006010,19,"[{""source_row"":19,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""2.1999999999999999E-10"",""Case"":""0603"",""Image"":"""",""Description"":""CAP CER 220PF 10V C0G/NP0 0603"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""885012006010"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""24"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""220p"",""Param #2"":""10v"",""Param #3"":""C0G/NP0"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0603-220p-10v-C0G/NP0-5%-00"",""LEN"":""31"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012006010.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000019,Imported - Pending Verification,Walsin Technology Corporation,0603B561J100CT,,CAP-0603-560p-10v-X7R-5%-00,CAP CER 560PF 10V X7R 0603,CAP,https://www.passivecomponent.com/wp-content/uploads/datasheet/WTC_MLCC_General_Purpose.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,walsintechnologycorporation | 0603b561j100ct,20,"[{""source_row"":20,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""5.6000000000000003E-10"",""Case"":""0603"",""Image"":"""",""Description"":""CAP CER 560PF 10V X7R 0603"",""Manufacturer Name"":""Walsin Technology Corporation"",""Manufacturer Part Number"":""0603B561J100CT"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""20"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""560p"",""Param #2"":""10v"",""Param #3"":""X7R"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0603-560p-10v-X7R-5%-00"",""LEN"":""27"",""Datasheet"":""https://www.passivecomponent.com/wp-content/uploads/datasheet/WTC_MLCC_General_Purpose.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000020,Imported - Pending Verification,KEMET,C0805C561J4HAC7800,,CAP-0805-560p-16v-X8R-5%-00,CAP CER 560pF 16V X8R 0805,CAP,,AIPN Parts Master.xlsx,My Lists Worksheet,No,kemet | c0805c561j4hac7800,21,"[{""source_row"":21,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""5.6000000000000003E-10"",""Case"":""0805"",""Image"":"""",""Description"":""CAP CER 560pF 16V X8R 0805"",""Manufacturer Name"":""KEMET"",""Manufacturer Part Number"":""C0805C561J4HAC7800"",""Lifecycle"":"""",""Leadtime(WKS)"":"""",""Case2"":""805"",""Case3"":""SMD"",""Case Displayed as"":""0805"",""Param #1"":""560p"",""Param #2"":""16v"",""Param #3"":""X8R"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0805-560p-16v-X8R-5%-00"",""LEN"":""27"",""Datasheet"":"""",""RoHS Status"":"""",""Moisture Sensitivity Level (MSL)"":"""",""ECCN"":"""",""HTSUS"":"""",""Country of Origin"":""""}}]"
PMR-000021,Imported - Pending Verification,Wurth,885012206034,,CAP-0603-1n-16v-X7R-10%-00,CAP CER 1000PF 16V X7R 0603,CAP,https://www.we-online.com/components/products/datasheet/885012206034.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 885012206034,22,"[{""source_row"":22,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""1.0000000000000001E-9"",""Case"":""0603"",""Image"":"""",""Description"":""CAP CER 1000PF 16V X7R 0603"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""885012206034"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""24"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""1n"",""Param #2"":""16v"",""Param #3"":""X7R"",""Param #4"":""10%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0603-1n-16v-X7R-10%-00"",""LEN"":""26"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012206034.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000022,Imported - Pending Verification,Würth Elektronik,885012007008,,CAP-0805-1n-10v-C0G/NP0-5%-00,CAP CER 1000PF 10V C0G/NP0 0805,CAP,https://www.we-online.com/components/products/datasheet/885012007008.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurthelektronik | 885012007008,23,"[{""source_row"":23,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""1.0000000000000001E-9"",""Case"":""0805"",""Image"":"""",""Description"":""CAP CER 1000PF 10V C0G/NP0 0805"",""Manufacturer Name"":""Würth Elektronik"",""Manufacturer Part Number"":""885012007008"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""28"",""Case2"":""805"",""Case3"":""SMD"",""Case Displayed as"":""0805"",""Param #1"":""1n"",""Param #2"":""10v"",""Param #3"":""C0G/NP0"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0805-1n-10v-C0G/NP0-5%-00"",""LEN"":""29"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012007008.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000023,Imported - Pending Verification,EPCOS - TDK Electronics,B32529C8102K289,,CAP-P5.00-1n-630vdc-PET-10%-00,CAP FILM 1000PF 10% 630VDC RAD,CAP,https://product.tdk.com/en/system/files/dam/doc/product/capacitor/film/mkt/data_sheet/20/20/db/fc_2009/b32520_529.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,epcostdkelectronics | b32529c8102k289,24,"[{""source_row"":24,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""1.0000000000000001E-9"",""Case"":"""",""Image"":"""",""Description"":""CAP FILM 1000PF 10% 630VDC RAD"",""Manufacturer Name"":""EPCOS - TDK Electronics"",""Manufacturer Part Number"":""B32529C8102K289"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""15"",""Case2"":""THT"",""Case3"":""P5.00"",""Case Displayed as"":""P5.00"",""Param #1"":""1n"",""Param #2"":""630vdc"",""Param #3"":""PET"",""Param #4"":""10%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-P5.00-1n-630vdc-PET-10%-00"",""LEN"":""30"",""Datasheet"":""https://product.tdk.com/en/system/files/dam/doc/product/capacitor/film/mkt/data_sheet/20/20/db/fc_2009/b32520_529.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.25.0070"",""Country of Origin"":""Brazil""}}]"
PMR-000024,Imported - Pending Verification,Würth Elektronik,885012207062,,CAP-0805-2n2-25v-X7R-10%-00,CAP CER 2200PF 25V X7R 0805,CAP,https://www.we-online.com/components/products/datasheet/885012207062.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurthelektronik | 885012207062,25,"[{""source_row"":25,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""2.1999999999999998E-9"",""Case"":""0805"",""Image"":"""",""Description"":""CAP CER 2200PF 25V X7R 0805"",""Manufacturer Name"":""Würth Elektronik"",""Manufacturer Part Number"":""885012207062"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""28"",""Case2"":""805"",""Case3"":""SMD"",""Case Displayed as"":""0805"",""Param #1"":""2n2"",""Param #2"":""25v"",""Param #3"":""X7R"",""Param #4"":""10%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0805-2n2-25v-X7R-10%-00"",""LEN"":""27"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012207062.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000025,Imported - Pending Verification,YAGEO,CC0402KRX7R9BB103,,,CAP CER 10000PF 50V X7R 0402,CAP,https://yageogroup.com/content/datasheet/asset/file/UPY-GPHC_X7R_6_3V-TO-250V,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | cc0402krx7r9bb103,26,"[{""source_row"":26,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""1E-8"",""Case"":""0402"",""Image"":"""",""Description"":""CAP CER 10000PF 50V X7R 0402"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""CC0402KRX7R9BB103"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""16"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/UPY-GPHC_X7R_6_3V-TO-250V"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000026,Imported - Pending Verification,Wurth,885012206014,,CAP-0603-10n-10v-X7R-10%-00,CAP CER 10000PF 10V X7R 0603,CAP,https://www.we-online.com/components/products/datasheet/885012206014.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 885012206014,27,"[{""source_row"":27,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""1E-8"",""Case"":""0603"",""Image"":"""",""Description"":""CAP CER 10000PF 10V X7R 0603"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""885012206014"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""24"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""10n"",""Param #2"":""10v"",""Param #3"":""X7R"",""Param #4"":""10%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0603-10n-10v-X7R-10%-00"",""LEN"":""27"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012206014.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000027,Imported - Pending Verification,KEMET,C0805C103J4RECAUTO7210,,CAP-0805-10n-16v-X7R-5%-00,CAP CER 0805 10NF 16V X7R 5%,CAP,https://yageogroup.com/content/datasheet/asset/file/KEM_C1090_X7R_ESD,AIPN Parts Master.xlsx,My Lists Worksheet,No,kemet | c0805c103j4recauto7210,28,"[{""source_row"":28,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""1E-8"",""Case"":""0805"",""Image"":"""",""Description"":""CAP CER 0805 10NF 16V X7R 5%"",""Manufacturer Name"":""KEMET"",""Manufacturer Part Number"":""C0805C103J4RECAUTO7210"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""21"",""Case2"":""805"",""Case3"":""SMD"",""Case Displayed as"":""0805"",""Param #1"":""10n"",""Param #2"":""16v"",""Param #3"":""X7R"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0805-10n-16v-X7R-5%-00"",""LEN"":""26"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/KEM_C1090_X7R_ESD"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Mexico""}}]"
PMR-000028,Imported - Pending Verification,KEMET,R413I21000000M,,CAP-P15.0mm-10n-1kv-Film-20%-00,CAP FILM 10000PF 20% 1KVDC RAD,CAP,https://yageogroup.com/content/datasheet/asset/file/KEM_F3100_R41_Y2_300,AIPN Parts Master.xlsx,My Lists Worksheet,No,kemet | r413i21000000m,29,"[{""source_row"":29,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""1E-8"",""Case"":"""",""Image"":"""",""Description"":""CAP FILM 10000PF 20% 1KVDC RAD"",""Manufacturer Name"":""KEMET"",""Manufacturer Part Number"":""R413I21000000M"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""27"",""Case2"":""THT"",""Case3"":""THP"",""Case Displayed as"":""P15.0mm"",""Param #1"":""10n"",""Param #2"":""1kv"",""Param #3"":""Film"",""Param #4"":""20%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-P15.0mm-10n-1kv-Film-20%-00"",""LEN"":""31"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/KEM_F3100_R41_Y2_300"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.25.0020"",""Country of Origin"":""China""}}]"
PMR-000029,Imported - Pending Verification,YAGEO,CC0402KRX7R9BB104,,,CAP CER 0.1UF 50V X7R 0402,CAP,https://yageogroup.com/content/datasheet/asset/file/UPY-GPHC_X7R_6_3V-TO-250V,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | cc0402krx7r9bb104,30,"[{""source_row"":30,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""9.9999999999999995E-8"",""Case"":""0402"",""Image"":"""",""Description"":""CAP CER 0.1UF 50V X7R 0402"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""CC0402KRX7R9BB104"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""16"",""Case2"":"""",""Case3"":"""",""Case Displayed as"":"""",""Param #1"":"""",""Param #2"":"""",""Param #3"":"""",""Param #4"":"""",""Rev"":""0"",""Params used"":""2"",""AIPN Occurrence"":""30"",""AIPN - OLD"":"""",""LEN"":""5"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/UPY-GPHC_X7R_6_3V-TO-250V"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000030,Imported - Pending Verification,Wurth,885012206071,,CAP-0603-100n-25v-X7R-10%-00,CAP CER 0.1UF 25V X7R 0603,CAP,https://www.we-online.com/components/products/datasheet/885012206071.pdf,AIPN Parts Master.xlsx,My Lists Worksheet,No,wurth | 885012206071,31,"[{""source_row"":31,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""9.9999999999999995E-8"",""Case"":""0603"",""Image"":"""",""Description"":""CAP CER 0.1UF 25V X7R 0603"",""Manufacturer Name"":""Wurth"",""Manufacturer Part Number"":""885012206071"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""24"",""Case2"":""603"",""Case3"":""SMD"",""Case Displayed as"":""0603"",""Param #1"":""100n"",""Param #2"":""25v"",""Param #3"":""X7R"",""Param #4"":""10%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0603-100n-25v-X7R-10%-00"",""LEN"":""28"",""Datasheet"":""https://www.we-online.com/components/products/datasheet/885012206071.pdf"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
PMR-000031,Imported - Pending Verification,YAGEO,CC0805JRX7R7BB104,,CAP-0805-100n-16v-X7R-5%-00,CAP CER 0.1UF 16V X7R 0805,CAP,https://yageogroup.com/content/datasheet/asset/file/UPY-GPHC_X7R_6_3V-TO-250V,AIPN Parts Master.xlsx,My Lists Worksheet,No,yageo | cc0805jrx7r7bb104,32,"[{""source_row"":32,""values"":{""AIPN"":"""",""Family"":""CAP"",""Value"":""9.9999999999999995E-8"",""Case"":""0805"",""Image"":"""",""Description"":""CAP CER 0.1UF 16V X7R 0805"",""Manufacturer Name"":""YAGEO"",""Manufacturer Part Number"":""CC0805JRX7R7BB104"",""Lifecycle"":""Active"",""Leadtime(WKS)"":""16"",""Case2"":""805"",""Case3"":""SMD"",""Case Displayed as"":""0805"",""Param #1"":""100n"",""Param #2"":""16v"",""Param #3"":""X7R"",""Param #4"":""5%"",""Rev"":""0"",""Params used"":""7"",""AIPN Occurrence"":""1"",""AIPN - OLD"":""CAP-0805-100n-16v-X7R-5%-00"",""LEN"":""27"",""Datasheet"":""https://yageogroup.com/content/datasheet/asset/file/UPY-GPHC_X7R_6_3V-TO-250V"",""RoHS Status"":""ROHS3 Compliant"",""Moisture Sensitivity Level (MSL)"":""Active"",""ECCN"":""EAR99"",""HTSUS"":""8532.24.0020"",""Country of Origin"":""Taiwan""}}]"
