Record ID,Manufacturer,Manufacturer Part Number,Provider,Status,Message,Knowledge Base Paths,PDCPartProfile Path
PMR-000135,OnSemi,TL331VSN4T1G,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\OnSemi__TL331VSN4T1G.json,output\provider_profiles\DIGIKEY__OnSemi__TL331VSN4T1G.json
PMR-000135,OnSemi,TL331VSN4T1G,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\OnSemi__TL331VSN4T1G.json,
PMR-000135,OnSemi,TL331VSN4T1G,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\OnSemi__TL331VSN4T1G.json,output\provider_profiles\MOUSER__OnSemi__TL331VSN4T1G.json
PMR-000136,Texas Instruments,LM2903BIDDFR,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Texas_Instruments__LM2903BIDDFR.json,output\provider_profiles\DIGIKEY__Texas_Instruments__LM2903BIDDFR.json
PMR-000136,Texas Instruments,LM2903BIDDFR,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Texas_Instruments__LM2903BIDDFR.json,
PMR-000136,Texas Instruments,LM2903BIDDFR,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Texas_Instruments__LM2903BIDDFR.json,output\provider_profiles\MOUSER__Texas_Instruments__LM2903BIDDFR.json
PMR-000137,Texas Instruments,TSC2007IPWR,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Texas_Instruments__TSC2007IPWR.json,output\provider_profiles\DIGIKEY__Texas_Instruments__TSC2007IPWR.json
PMR-000137,Texas Instruments,TSC2007IPWR,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\TEXAS_INSTRUMENTS__TSC2007IPWR.json | Knowledge_Base\Current\TME\Product_Data\TEXAS_INSTRUMENTS__TSC2007IPWR.json | Knowledge_Base\Current\TME\Product_Parameters\TEXAS_INSTRUMENTS__TSC2007IPWR.json,output\provider_profiles\TME__Texas_Instruments__TSC2007IPWR.json
PMR-000137,Texas Instruments,TSC2007IPWR,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Texas_Instruments__TSC2007IPWR.json,output\provider_profiles\MOUSER__Texas_Instruments__TSC2007IPWR.json
PMR-000138,Microchip Technology,MCP2515-I/ST,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Microchip_Technology__MCP2515-I_ST.json,output\provider_profiles\DIGIKEY__Microchip_Technology__MCP2515-I_ST.json
PMR-000138,Microchip Technology,MCP2515-I/ST,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MICROCHIP_TECHNOLOGY__MCP2515-I_ST.json | Knowledge_Base\Current\TME\Product_Data\MICROCHIP_TECHNOLOGY__MCP2515-I_ST.json | Knowledge_Base\Current\TME\Product_Parameters\MICROCHIP_TECHNOLOGY__MCP2515-I_ST.json,output\provider_profiles\TME__Microchip_Technology__MCP2515-I_ST.json
PMR-000138,Microchip Technology,MCP2515-I/ST,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Microchip_Technology__MCP2515-I_ST.json,output\provider_profiles\MOUSER__Microchip_Technology__MCP2515-I_ST.json
PMR-000139,Texas Instruments,TCA9548APWR,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Texas_Instruments__TCA9548APWR.json,output\provider_profiles\DIGIKEY__Texas_Instruments__TCA9548APWR.json
PMR-000139,Texas Instruments,TCA9548APWR,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\TEXAS_INSTRUMENTS__TCA9548APWR.json | Knowledge_Base\Current\TME\Product_Data\TEXAS_INSTRUMENTS__TCA9548APWR.json | Knowledge_Base\Current\TME\Product_Parameters\TEXAS_INSTRUMENTS__TCA9548APWR.json,output\provider_profiles\TME__Texas_Instruments__TCA9548APWR.json
PMR-000139,Texas Instruments,TCA9548APWR,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Texas_Instruments__TCA9548APWR.json,output\provider_profiles\MOUSER__Texas_Instruments__TCA9548APWR.json
PMR-000140,Würth Elektronik,744383130033,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__744383130033.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__744383130033.json
PMR-000140,Würth Elektronik,744383130033,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__744383130033.json,
PMR-000140,Würth Elektronik,744383130033,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__744383130033.json,output\provider_profiles\MOUSER__W_rth_Elektronik__744383130033.json
PMR-000141,Coilcraft,XFL4015-471MEC,DigiKey,Already Cached,,Knowledge_Base\Current\DigiKey\Product_Details\Coilcraft__XFL4015-471MEC.json,output\provider_profiles\DIGIKEY__Coilcraft__XFL4015-471MEC.json
PMR-000141,Coilcraft,XFL4015-471MEC,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Coilcraft__XFL4015-471MEC.json,
PMR-000141,Coilcraft,XFL4015-471MEC,Mouser,Already Cached,,Knowledge_Base\Current\Mouser\Part_Number_Search\Coilcraft__XFL4015-471MEC.json,output\provider_profiles\MOUSER__Coilcraft__XFL4015-471MEC.json
PMR-000142,Murata,LQM21PN2R2MC0D,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Murata__LQM21PN2R2MC0D.json,output\provider_profiles\DIGIKEY__Murata__LQM21PN2R2MC0D.json
PMR-000142,Murata,LQM21PN2R2MC0D,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MURATA__LQM21PN2R2MC0D.json | Knowledge_Base\Current\TME\Product_Data\MURATA__LQM21PN2R2MC0D.json | Knowledge_Base\Current\TME\Product_Parameters\MURATA__LQM21PN2R2MC0D.json,output\provider_profiles\TME__Murata__LQM21PN2R2MC0D.json
PMR-000142,Murata,LQM21PN2R2MC0D,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Murata__LQM21PN2R2MC0D.json,output\provider_profiles\MOUSER__Murata__LQM21PN2R2MC0D.json
PMR-000143,Coilcraft,XAL4020-222ME,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product xal4020-222me Not Found"",
                ""instance"": """",
                ""correlationId"": ""310f0c89-1dd9-432a-b95e-527828dd68a0"",
                ""errors"": []
            }
        ",,
PMR-000143,Coilcraft,XAL4020-222ME,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Coilcraft__XAL4020-222ME.json,
PMR-000143,Coilcraft,XAL4020-222ME,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Coilcraft__XAL4020-222ME.json,output\provider_profiles\MOUSER__Coilcraft__XAL4020-222ME.json
PMR-000144,Wurth,744042100,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Wurth__744042100.json,output\provider_profiles\DIGIKEY__Wurth__744042100.json
PMR-000144,Wurth,744042100,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Wurth__744042100.json,
PMR-000144,Wurth,744042100,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Wurth__744042100.json,output\provider_profiles\MOUSER__Wurth__744042100.json
PMR-000145,Würth Elektronik,150060VS75000,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__150060VS75000.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__150060VS75000.json
PMR-000145,Würth Elektronik,150060VS75000,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__150060VS75000.json,
PMR-000145,Würth Elektronik,150060VS75000,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__150060VS75000.json,output\provider_profiles\MOUSER__W_rth_Elektronik__150060VS75000.json
PMR-000146,Würth Elektronik,150080VS75000,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__150080VS75000.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__150080VS75000.json
PMR-000146,Würth Elektronik,150080VS75000,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__150080VS75000.json,
PMR-000146,Würth Elektronik,150080VS75000,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__150080VS75000.json,output\provider_profiles\MOUSER__W_rth_Elektronik__150080VS75000.json
PMR-000147,Würth Elektronik,150060SS75000,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__150060SS75000.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__150060SS75000.json
PMR-000147,Würth Elektronik,150060SS75000,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__150060SS75000.json,
PMR-000147,Würth Elektronik,150060SS75000,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__150060SS75000.json,output\provider_profiles\MOUSER__W_rth_Elektronik__150060SS75000.json
PMR-000148,Kingbright,APTD1608LSECK/J3-PF,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Kingbright__APTD1608LSECK_J3-PF.json,output\provider_profiles\DIGIKEY__Kingbright__APTD1608LSECK_J3-PF.json
PMR-000148,Kingbright,APTD1608LSECK/J3-PF,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Kingbright__APTD1608LSECK_J3-PF.json,
PMR-000148,Kingbright,APTD1608LSECK/J3-PF,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Kingbright__APTD1608LSECK_J3-PF.json,output\provider_profiles\MOUSER__Kingbright__APTD1608LSECK_J3-PF.json
PMR-000149,Lite-On Inc.,LTST-C195KGJRKT,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Lite-On_Inc__LTST-C195KGJRKT.json,output\provider_profiles\DIGIKEY__Lite-On_Inc.__LTST-C195KGJRKT.json
PMR-000149,Lite-On Inc.,LTST-C195KGJRKT,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\LITEON__LTST-C195KGJRKT.json | Knowledge_Base\Current\TME\Product_Data\LITEON__LTST-C195KGJRKT.json | Knowledge_Base\Current\TME\Product_Parameters\LITEON__LTST-C195KGJRKT.json,output\provider_profiles\TME__Lite-On_Inc.__LTST-C195KGJRKT.json
PMR-000149,Lite-On Inc.,LTST-C195KGJRKT,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Lite-On_Inc__LTST-C195KGJRKT.json,output\provider_profiles\MOUSER__Lite-On_Inc.__LTST-C195KGJRKT.json
PMR-000150,Espressif Systems,ESP32-S3-WROOM-1-N16R2,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Espressif_Systems__ESP32-S3-WROOM-1-N16R2.json,output\provider_profiles\DIGIKEY__Espressif_Systems__ESP32-S3-WROOM-1-N16R2.json
PMR-000150,Espressif Systems,ESP32-S3-WROOM-1-N16R2,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\ESPRESSIF__ESP32-S3-WROOM-1-N16R2.json | Knowledge_Base\Current\TME\Product_Data\ESPRESSIF__ESP32-S3-WROOM-1-N16R2.json | Knowledge_Base\Current\TME\Product_Parameters\ESPRESSIF__ESP32-S3-WROOM-1-N16R2.json,output\provider_profiles\TME__Espressif_Systems__ESP32-S3-WROOM-1-N16R2.json
PMR-000150,Espressif Systems,ESP32-S3-WROOM-1-N16R2,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Espressif_Systems__ESP32-S3-WROOM-1-N16R2.json,output\provider_profiles\MOUSER__Espressif_Systems__ESP32-S3-WROOM-1-N16R2.json
PMR-000151,Microchip Technology,24AA512T-I/SN,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Microchip_Technology__24AA512T-I_SN.json,output\provider_profiles\DIGIKEY__Microchip_Technology__24AA512T-I_SN.json
PMR-000151,Microchip Technology,24AA512T-I/SN,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MICROCHIP_TECHNOLOGY__24AA512T-I_SN.json | Knowledge_Base\Current\TME\Product_Data\MICROCHIP_TECHNOLOGY__24AA512T-I_SN.json | Knowledge_Base\Current\TME\Product_Parameters\MICROCHIP_TECHNOLOGY__24AA512T-I_SN.json,output\provider_profiles\TME__Microchip_Technology__24AA512T-I_SN.json
PMR-000151,Microchip Technology,24AA512T-I/SN,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Microchip_Technology__24AA512T-I_SN.json,output\provider_profiles\MOUSER__Microchip_Technology__24AA512T-I_SN.json
PMR-000152,TI,TMUX1108PWR,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\TI__TMUX1108PWR.json,output\provider_profiles\DIGIKEY__TI__TMUX1108PWR.json
PMR-000152,TI,TMUX1108PWR,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\TEXAS_INSTRUMENTS__TMUX1108PWR.json | Knowledge_Base\Current\TME\Product_Data\TEXAS_INSTRUMENTS__TMUX1108PWR.json | Knowledge_Base\Current\TME\Product_Parameters\TEXAS_INSTRUMENTS__TMUX1108PWR.json,output\provider_profiles\TME__TI__TMUX1108PWR.json
PMR-000152,TI,TMUX1108PWR,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\TI__TMUX1108PWR.json,output\provider_profiles\MOUSER__TI__TMUX1108PWR.json
PMR-000153,Texas Instruments,LM2904BIDR,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Texas_Instruments__LM2904BIDR.json,output\provider_profiles\DIGIKEY__Texas_Instruments__LM2904BIDR.json
PMR-000153,Texas Instruments,LM2904BIDR,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\TEXAS_INSTRUMENTS__LM2904BIDR.json | Knowledge_Base\Current\TME\Product_Data\TEXAS_INSTRUMENTS__LM2904BIDR.json | Knowledge_Base\Current\TME\Product_Parameters\TEXAS_INSTRUMENTS__LM2904BIDR.json,output\provider_profiles\TME__Texas_Instruments__LM2904BIDR.json
PMR-000153,Texas Instruments,LM2904BIDR,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Texas_Instruments__LM2904BIDR.json,output\provider_profiles\MOUSER__Texas_Instruments__LM2904BIDR.json
PMR-000154,UMW,OPA340NA,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\UMW__OPA340NA.json,output\provider_profiles\DIGIKEY__UMW__OPA340NA.json
PMR-000154,UMW,OPA340NA,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\TEXAS_INSTRUMENTS__OPA340NA.json | Knowledge_Base\Current\TME\Product_Data\TEXAS_INSTRUMENTS__OPA340NA.json | Knowledge_Base\Current\TME\Product_Parameters\TEXAS_INSTRUMENTS__OPA340NA.json,output\provider_profiles\TME__UMW__OPA340NA.json
PMR-000154,UMW,OPA340NA,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\UMW__OPA340NA.json,output\provider_profiles\MOUSER__UMW__OPA340NA.json
PMR-000155,Lite-On Inc.,LTV-817S-TA1,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Lite-On_Inc__LTV-817S-TA1.json,output\provider_profiles\DIGIKEY__Lite-On_Inc.__LTV-817S-TA1.json
PMR-000155,Lite-On Inc.,LTV-817S-TA1,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\LITEON__LTV-817S-TA1.json | Knowledge_Base\Current\TME\Product_Data\LITEON__LTV-817S-TA1.json | Knowledge_Base\Current\TME\Product_Parameters\LITEON__LTV-817S-TA1.json,output\provider_profiles\TME__Lite-On_Inc.__LTV-817S-TA1.json
PMR-000155,Lite-On Inc.,LTV-817S-TA1,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Lite-On_Inc__LTV-817S-TA1.json,output\provider_profiles\MOUSER__Lite-On_Inc.__LTV-817S-TA1.json
PMR-000156,Lite-On Inc.,4N35S-TA1,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Lite-On_Inc__4N35S-TA1.json,output\provider_profiles\DIGIKEY__Lite-On_Inc.__4N35S-TA1.json
PMR-000156,Lite-On Inc.,4N35S-TA1,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\LITEON__4N35S-TA1.json | Knowledge_Base\Current\TME\Product_Data\LITEON__4N35S-TA1.json | Knowledge_Base\Current\TME\Product_Parameters\LITEON__4N35S-TA1.json,output\provider_profiles\TME__Lite-On_Inc.__4N35S-TA1.json
PMR-000156,Lite-On Inc.,4N35S-TA1,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Lite-On_Inc__4N35S-TA1.json,output\provider_profiles\MOUSER__Lite-On_Inc.__4N35S-TA1.json
PMR-000157,Würth Elektronik,140354245100,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\W_rth_Elektronik__140354245100.json,output\provider_profiles\DIGIKEY__W_rth_Elektronik__140354245100.json
PMR-000157,Würth Elektronik,140354245100,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\W_rth_Elektronik__140354245100.json,
PMR-000157,Würth Elektronik,140354245100,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\W_rth_Elektronik__140354245100.json,output\provider_profiles\MOUSER__W_rth_Elektronik__140354245100.json
PMR-000158,Abracon,ABS07-32.768KHZ-T,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Abracon__ABS07-32.768KHZ-T.json,output\provider_profiles\DIGIKEY__Abracon__ABS07-32.768KHZ-T.json
PMR-000158,Abracon,ABS07-32.768KHZ-T,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\ABRACON__ABS07-32.768KHZ-T.json | Knowledge_Base\Current\TME\Product_Data\ABRACON__ABS07-32.768KHZ-T.json | Knowledge_Base\Current\TME\Product_Parameters\ABRACON__ABS07-32.768KHZ-T.json,output\provider_profiles\TME__Abracon__ABS07-32.768KHZ-T.json
PMR-000158,Abracon,ABS07-32.768KHZ-T,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Abracon__ABS07-32.768KHZ-T.json,output\provider_profiles\MOUSER__Abracon__ABS07-32.768KHZ-T.json
PMR-000159,Abracon,ABM8-16.000MHZ-D4Y-T,DigiKey,Already Cached,,Knowledge_Base\Current\DigiKey\Product_Details\Abracon_LLC__ABM8-16.000MHZ-D4Y-T.json,output\provider_profiles\DIGIKEY__Abracon__ABM8-16.000MHZ-D4Y-T.json
PMR-000159,Abracon,ABM8-16.000MHZ-D4Y-T,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\ABRACON__ABM8-16.000MHZ-D4Y-T.json | Knowledge_Base\Current\TME\Product_Data\ABRACON__ABM8-16.000MHZ-D4Y-T.json | Knowledge_Base\Current\TME\Product_Parameters\ABRACON__ABM8-16.000MHZ-D4Y-T.json,output\provider_profiles\TME__Abracon__ABM8-16.000MHZ-D4Y-T.json
PMR-000159,Abracon,ABM8-16.000MHZ-D4Y-T,Mouser,Already Cached,,Knowledge_Base\Current\Mouser\Part_Number_Search\Abracon_LLC__ABM8-16.000MHZ-D4Y-T.json,output\provider_profiles\MOUSER__Abracon__ABM8-16.000MHZ-D4Y-T.json
PMR-000160,Microchip Technology,MCP4461-104E/ML,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Microchip_Technology__MCP4461-104E_ML.json,output\provider_profiles\DIGIKEY__Microchip_Technology__MCP4461-104E_ML.json
PMR-000160,Microchip Technology,MCP4461-104E/ML,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\MICROCHIP_TECHNOLOGY__MCP4461-104E_ML.json | Knowledge_Base\Current\TME\Product_Data\MICROCHIP_TECHNOLOGY__MCP4461-104E_ML.json | Knowledge_Base\Current\TME\Product_Parameters\MICROCHIP_TECHNOLOGY__MCP4461-104E_ML.json,output\provider_profiles\TME__Microchip_Technology__MCP4461-104E_ML.json
PMR-000160,Microchip Technology,MCP4461-104E/ML,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Microchip_Technology__MCP4461-104E_ML.json,output\provider_profiles\MOUSER__Microchip_Technology__MCP4461-104E_ML.json
PMR-000161,Bourns Inc.,TC33X-2-103E,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Bourns_Inc__TC33X-2-103E.json,output\provider_profiles\DIGIKEY__Bourns_Inc.__TC33X-2-103E.json
PMR-000161,Bourns Inc.,TC33X-2-103E,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\Bourns_Inc__TC33X-2-103E.json,
PMR-000161,Bourns Inc.,TC33X-2-103E,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Bourns_Inc__TC33X-2-103E.json,output\provider_profiles\MOUSER__Bourns_Inc.__TC33X-2-103E.json
PMR-000162,Bourns Inc.,3269W-1-102GLF,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Bourns_Inc__3269W-1-102GLF.json,output\provider_profiles\DIGIKEY__Bourns_Inc.__3269W-1-102GLF.json
PMR-000162,Bourns Inc.,3269W-1-102GLF,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\BOURNS__3269W-1-102GLF.json | Knowledge_Base\Current\TME\Product_Data\BOURNS__3269W-1-102GLF.json | Knowledge_Base\Current\TME\Product_Parameters\BOURNS__3269W-1-102GLF.json,output\provider_profiles\TME__Bourns_Inc.__3269W-1-102GLF.json
PMR-000162,Bourns Inc.,3269W-1-102GLF,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Bourns_Inc__3269W-1-102GLF.json,output\provider_profiles\MOUSER__Bourns_Inc.__3269W-1-102GLF.json
PMR-000163,CUI Inc.,PSK-4-5,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\CUI_Inc__PSK-4-5.json,output\provider_profiles\DIGIKEY__CUI_Inc.__PSK-4-5.json
PMR-000163,CUI Inc.,PSK-4-5,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\BEL__PSK-4-5.json | Knowledge_Base\Current\TME\Product_Data\BEL__PSK-4-5.json | Knowledge_Base\Current\TME\Product_Parameters\BEL__PSK-4-5.json,output\provider_profiles\TME__CUI_Inc.__PSK-4-5.json
PMR-000163,CUI Inc.,PSK-4-5,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\CUI_Inc__PSK-4-5.json,output\provider_profiles\MOUSER__CUI_Inc.__PSK-4-5.json
PMR-000164,ADI,ADR5041BKSZ,DigiKey,Failed,"RuntimeError: DigiKey 404: 
            {
                ""type"": ""https://tools.ietf.org/html/rfc7231#section-6.5.4"",
                ""title"": ""Not Found"",
                ""status"": 404,
                ""detail"": ""Requested Product adr5041bksz Not Found"",
                ""instance"": """",
                ""correlationId"": ""466be7e5-b0eb-4059-a8af-d6eefc5ada78"",
                ""errors"": []
            }
        ",,
PMR-000164,ADI,ADR5041BKSZ,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\ADI__ADR5041BKSZ.json,
PMR-000164,ADI,ADR5041BKSZ,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\ADI__ADR5041BKSZ.json,output\provider_profiles\MOUSER__ADI__ADR5041BKSZ.json
PMR-000165,Diodes Incorporated,AP3015AKTR-G1,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\Diodes_Incorporated__AP3015AKTR-G1.json,output\provider_profiles\DIGIKEY__Diodes_Incorporated__AP3015AKTR-G1.json
PMR-000165,Diodes Incorporated,AP3015AKTR-G1,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\DIODES_INCORPORATED__AP3015AKTR-G1.json | Knowledge_Base\Current\TME\Product_Data\DIODES_INCORPORATED__AP3015AKTR-G1.json | Knowledge_Base\Current\TME\Product_Parameters\DIODES_INCORPORATED__AP3015AKTR-G1.json,output\provider_profiles\TME__Diodes_Incorporated__AP3015AKTR-G1.json
PMR-000165,Diodes Incorporated,AP3015AKTR-G1,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\Diodes_Incorporated__AP3015AKTR-G1.json,output\provider_profiles\MOUSER__Diodes_Incorporated__AP3015AKTR-G1.json
PMR-000166,ADI / Linear,LT3042EDD#TRPBF,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\ADI_Linear__LT3042EDD_TRPBF.json,output\provider_profiles\DIGIKEY__ADI_Linear__LT3042EDD_TRPBF.json
PMR-000166,ADI / Linear,LT3042EDD#TRPBF,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\ADI_Linear__LT3042EDD_TRPBF.json,
PMR-000166,ADI / Linear,LT3042EDD#TRPBF,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\ADI_Linear__LT3042EDD_TRPBF.json,output\provider_profiles\MOUSER__ADI_Linear__LT3042EDD_TRPBF.json
PMR-000167,TI,TPS62746YFPT,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\TI__TPS62746YFPT.json,output\provider_profiles\DIGIKEY__TI__TPS62746YFPT.json
PMR-000167,TI,TPS62746YFPT,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\TEXAS_INSTRUMENTS__TPS62746YFPT.json | Knowledge_Base\Current\TME\Product_Data\TEXAS_INSTRUMENTS__TPS62746YFPT.json | Knowledge_Base\Current\TME\Product_Parameters\TEXAS_INSTRUMENTS__TPS62746YFPT.json,output\provider_profiles\TME__TI__TPS62746YFPT.json
PMR-000167,TI,TPS62746YFPT,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\TI__TPS62746YFPT.json,output\provider_profiles\MOUSER__TI__TPS62746YFPT.json
PMR-000168,onsemi,NCP1117LPSTADT3G,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\onsemi__NCP1117LPSTADT3G.json,output\provider_profiles\DIGIKEY__onsemi__NCP1117LPSTADT3G.json
PMR-000168,onsemi,NCP1117LPSTADT3G,TME,Downloaded,,Knowledge_Base\Current\TME\Product_Search\ONSEMI__NCP1117LPSTADT3G.json | Knowledge_Base\Current\TME\Product_Data\ONSEMI__NCP1117LPSTADT3G.json | Knowledge_Base\Current\TME\Product_Parameters\ONSEMI__NCP1117LPSTADT3G.json,output\provider_profiles\TME__onsemi__NCP1117LPSTADT3G.json
PMR-000168,onsemi,NCP1117LPSTADT3G,Mouser,Downloaded,,Knowledge_Base\Current\Mouser\Part_Number_Search\onsemi__NCP1117LPSTADT3G.json,output\provider_profiles\MOUSER__onsemi__NCP1117LPSTADT3G.json
PMR-000169,ADI / Linear,LTC3118IUFD#PBF,DigiKey,Downloaded,,Knowledge_Base\Current\DigiKey\Product_Details\ADI_Linear__LTC3118IUFD_PBF.json,output\provider_profiles\DIGIKEY__ADI_Linear__LTC3118IUFD_PBF.json
PMR-000169,ADI / Linear,LTC3118IUFD#PBF,TME,Not Found,TME returned no products,Knowledge_Base\Current\TME\Product_Search\ADI_Linear__LTC3118IUFD_PBF.json,
